id,name.local,name.en,name.slug,code.id,zip_codes,geo.lat,geo.lon
640402,บ้านกร่าง,Ban Krang,ban-krang-640402,640402,64170,16.947,99.939
640411,บ้านใหม่สุขเกษม,Ban Mai Suk Kasem,ban-mai-suk-kasem-640411,640411,64170,16.954,100.078
640406,ดงเดือย,Dong Dueai,dong-dueai-640406,640406,64170,16.92,100.011
640408,กกแรต,Kok Raet,kok-raet-640408,640408,64170,17.005,100.027
640401,กง,Kong,kong-640401,640401,64170,16.893,99.984
640404,ไกรกลาง,Krai Klang,krai-klang-640404,640404,64170,16.996,99.997
640405,ไกรใน,Krai Nai,krai-nai-640405,640405,64170,17.022,99.947
640403,ไกรนอก,Krai Nok,krai-nok-640403,640403,64170,16.907,100.083
640410,หนองตูม,Nong Tum,nong-tum-640410,640410,64170,16.88,99.949
640407,ป่าแฝก,Pa Faek,pa-faek-640407,640407,64170,16.969,99.927
640409,ท่าฉนวน,Tha Chanuan,tha-chanuan-640409,640409,64170,16.891,99.878
