id,name.local,name.en,name.slug,code.id,zip_codes,geo.lat,geo.lon
450520,บึงนคร,Bueng Nakhon,bueng-nakhon-450520,450520,45170,16.072,103.852
450510,เขวาทุ่ง,Khwao Thung,khwao-thung-450510,450510,45170,15.945,103.76
450507,มะอึ,Ma-ue,ma-ue-450507,450507,45170,16.081,103.731
450517,เมืองน้อย,Mueang Noi,mueang-noi-450517,450517,45170,15.985,103.764
450501,นิเวศน์,Niwet,niwet-450501,450501,45170,16.042,103.737
450503,หนองไผ่,Nong Phai,nong-phai-450503,450503,45170,15.996,103.722
450524,หนองพอก,Nong Phok,nong-phok-450524,450524,45170,16.099,103.767
450515,ไพศาล,Phaisan,phaisan-450515,450515,45170,16.026,103.817
450522,ราชธานี,Ratchathani,ratchathani-450522,450522,45170,15.883,103.728
450504,ธวัชบุรี,Thawat Buri,thawat-buri-450504,450504,45170,16.116,103.811
450502,ธงธานี,Thong Thani,thong-thani-450502,450502,45170,16.103,103.853
450506,อุ่มเม้า,Um Mao,um-mao-450506,450506,45170,16.025,103.773
