id,name.local,name.en,name.slug,code.id,zip_codes,geo.lat,geo.lon
450406,ดงแดง,Dong Daeng,dong-daeng-450406,450406,45180,15.854,103.669
450407,ดงกลาง,Dong Klang,dong-klang-450407,450407,45180,15.803,103.604
450411,ดู่น้อย,Du Noi,du-noi-450411,450411,45180,15.784,103.467
450409,อีง่อง,E Ngong,e-ngong-450409,450409,45180,15.776,103.515
450401,หัวช้าง,Hua Chang,hua-chang-450401,450401,45180,15.845,103.569
450404,โคกล่าม,Khok Lam,khok-lam-450404,450404,45180,15.908,103.535
450410,ลิ้นฟ้า,Lin Fa,lin-fa-450410,450410,45180,15.756,103.434
450403,เมืองหงส์,Mueang Hong,mueang-hong-450403,450403,45180,15.874,103.48
450405,น้ำใส,Nam Sai,nam-sai-450405,450405,45180,15.901,103.599
450402,หนองผือ,Nong Phue,nong-phue-450402,450402,45180,15.836,103.514
450408,ป่าสังข์,Pa Sang,pa-sang-450408,450408,45180,15.805,103.665
450412,ศรีโคตร,Si Khot,si-khot-450412,450412,45180,15.773,103.566
