id,name.local,name.en,name.slug,code.id,zip_codes,geo.lat,geo.lon
360105,บ้านค่าย,Ban Khai,ban-khai-360105,360105,36240,15.684,102.028
360108,บ้านเล่า,Ban Lao,ban-lao-360108,360108,36000,15.872,102.061
360118,บุ่งคล้า,Bung Khla,bung-khla-360118,360118,36000,15.759,102.056
360107,ชีลอง,Chi Long,chi-long-360107,360107,36000,15.73,101.999
360115,ห้วยบง,Huai Bong,huai-bong-360115,360115,36000,15.843,102.167
360114,ห้วยต้อน,Huai Ton,huai-ton-360114,360114,36000,15.93,101.919
360117,โคกสูง,Khok Sung,khok-sung-360117,360117,36000,15.827,101.958
360106,กุดตุ้ม,Kut Tum,kut-tum-360106,360106,36000,15.771,102.181
360111,ลาดใหญ่,Lat Yai,lat-yai-360111,360111,36000,15.809,102.189
360104,นาฝาย,Na Fai,na-fai-360104,360104,36000,15.919,101.982
360109,นาเสียว,Na Siao,na-siao-360109,360109,36000,15.941,102.11
360101,ในเมือง,Nai Mueang,nai-mueang-360101,360101,36000,15.804,102.037
360116,โนนสำราญ,Non Samran,non-samran-360116,360116,36240,15.661,102.093
360110,หนองนาแซง,Nong Na Saeng,nong-na-saeng-360110,360110,36000,15.742,102.022
360112,หนองไผ่,Nong Phai,nong-phai-360112,360112,36240,15.707,102.052
360103,โพนทอง,Phon Thong,phon-thong-360103,360103,36000,15.863,102.114
360102,รอบเมือง,Rop Mueang,rop-mueang-360102,360102,36000,15.846,102.027
360119,ซับสีทอง,Sap Si Thong,sap-si-thong-360119,360119,36000,16.137,102.017
360113,ท่าหินโงม,Tha Hin Ngom,tha-hin-ngom-360113,360113,36000,16.021,101.993
