id,name.local,name.en,name.slug,code.id,zip_codes,geo.lat,geo.lon
460501,บัวขาว,Bua Khao,bua-khao-460501,460501,46110,16.521,104.055
460502,แจนแลน,Chaen Laen,chaen-laen-460502,460502,46110,16.554,103.998
460504,จุมจัง,Chum Chang,chum-chang-460504,460504,46110,16.458,104.107
460512,กุดค้าว,Kut Khao,kut-khao-460512,460512,46110,16.506,104.001
460506,กุดหว้า,Kut Wa,kut-wa-460506,460506,46110,16.537,104.167
460505,เหล่าไฮงาม,Lao Hai Ngam,lao-hai-ngam-460505,460505,46110,16.471,104.171
460503,เหล่าใหญ่,Lao Yai,lao-yai-460503,460503,46110,16.622,103.993
460508,นาขาม,Na Kham,na-kham-460508,460508,46110,16.508,103.905
460510,นาโก,Na Ko,na-ko-460510,460510,46110,16.606,104.055
460509,หนองห้าง,Nong Hang,nong-hang-460509,460509,46110,16.572,104.124
460507,สามขา,Sam Kha,sam-kha-460507,460507,46110,16.464,103.975
460511,สมสะอาด,Som Sa-at,som-sa-at-460511,460511,46110,16.451,104.048
