id,name.local,name.en,name.slug,code.id,zip_codes,geo.lat,geo.lon
660407,ดงตะขบ,Dong Takhop,dong-takhop-660407,660407,66110,16.144,100.467
660403,ห้วยเกตุ,Huai Ket,huai-ket-660403,660403,66110,16.238,100.399
660408,คลองคูณ,Khlong Khun,khlong-khun-660408,660408,66110,16.161,100.361
660402,งิ้วราย,Ngio Rai,ngio-rai-660402,660402,66110,16.267,100.427
660405,หนองพยอม,Nong Phayom,nong-phayom-660405,660405,66110,16.235,100.46
660413,ไผ่หลวง,Phai Luang,phai-luang-660413,660413,66110,16.193,100.428
660404,ไทรโรงโขน,Sai Rong Khon,sai-rong-khon-660404,660404,66110,16.168,100.421
660401,ตะพานหิน,Taphan Hin,taphan-hin-660401,660401,66110,16.222,100.427
660412,ทับหมัน,Thap Man,thap-man-660412,660412,66110,16.207,100.277
660406,ทุ่งโพธิ์,Tung Pho,tung-pho-660406,660406,66150,16.129,100.501
660411,วังหลุม,Wang Lum,wang-lum-660411,660411,66150,16.19,100.484
660409,วังสำโรง,Wang Samrong,wang-samrong-660409,660409,66110,16.252,100.308
660410,วังหว้า,Wang Wa,wang-wa-660410,660410,66110,16.207,100.354
