id,name.local,name.en,name.slug,code.id,zip_codes,geo.lat,geo.lon
841705,บางเดือน,Bang Duean,bang-duean-841705,841705,84130,9.026,99.087
841704,บางมะเดื่อ,Bang Maduea,bang-maduea-841704,841704,84130,9.031,99.123
841709,บางงอน,Bang Ngon,bang-ngon-841709,841709,84130,9.116,99.06
841713,หัวเตย,Hua Toei,hua-toei-841713,841713,84130,9.136,99.163
841715,เขาหัวควาย,Khao Hua Khwai,khao-hua-khwai-841715,841715,84130,9.039,99.267
841707,กรูด,Krut,krut-841707,841707,84130,8.949,99.126
841703,ลีเล็ด,Lilet,lilet-841703,841703,84130,9.203,99.242
841712,มะลวน,Maluan,maluan-841712,841712,84130,9.166,99.106
841711,น้ำรอบ,Nam Rop,nam-rop-841711,841711,84130,9.099,99.112
841714,หนองไทร,Nong Sai,nong-sai-841714,841714,84130,9.096,99.159
841708,พุนพิน,Phunphin,phunphin-841708,841708,84130,9.125,99.199
841710,ศรีวิชัย,Si Wichai,si-wichai-841710,841710,84130,9.162,99.213
841716,ตะปาน,Tapan,tapan-841716,841716,84130,8.866,99.087
841701,ท่าข้าม,Tha Kham,tha-kham-841701,841701,84130,9.062,99.218
841706,ท่าโรงช้าง,Tha Rong Chang,tha-rong-chang-841706,841706,84130,9.031,99.175
841702,ท่าสะท้อน,Tha Sathon,tha-sathon-841702,841702,84130,8.994,99.227
