id,name.local,name.en,name.slug,code.id,zip_codes,geo.lat,geo.lon
301004,บิง,Bing,bing-301004,301004,30160,15.118,102.333
301010,จันอัด,Chan-at,chan-at-301010,301010,30160,15.161,102.158
301012,ด่านคล้า,Dan Khla,dan-khla-301012,301012,30160,15.152,102.212
301005,ดอนชมพู,Don Chomphu,don-chomphu-301005,301005,30160,15.171,102.339
301015,ดอนหวาย,Don Wai,don-wai-301015,301015,30160,15.116,102.287
301011,ขามเฒ่า,Kham Thao,kham-thao-301011,301011,30160,15.305,102.219
301013,ลำคอหงษ์,Lam Kho Hong,lam-kho-hong-301013,301013,30160,15.252,102.21
301016,ลำมูล,Lam Mun,lam-mun-301016,301016,30160,15.072,102.308
301007,หลุมข้าว,Lum Khao,lum-khao-301007,301007,30160,15.224,102.313
301002,ใหม่,Mai,mai-301002,301002,30160,15.152,102.287
301008,มะค่า,Makha,makha-301008,301008,30160,15.315,102.321
301014,เมืองปราสาท,Mueang Prasat,mueang-prasat-301014,301014,30160,15.201,102.194
301001,โนนสูง,Non Sung,non-sung-301001,301001,30160,15.179,102.256
301009,พลสงคราม,Phon Songkhram,phon-songkhram-301009,301009,30160,15.299,102.273
301003,โตนด,Tanode,tanode-301003,301003,30160,15.097,102.293
301006,ธารปราสาท,Than Prasat,than-prasat-301006,301006,30240,15.263,102.392
