id,name.local,name.en,name.slug,code.id,zip_codes,geo.lat,geo.lon
730305,บางแก้ว,Bang Kaeo,bang-kaeo-730305,730305,73120,13.775,100.168
730321,บางแก้วฟ้า,Bang Kaeo Fa,bang-kaeo-fa-730321,730321,73120,13.896,100.247
730302,บางกระเบา,Bang Krabao,bang-krabao-730302,730302,73120,13.793,100.183
730320,บางพระ,Bang Phra,bang-phra-730320,730320,73120,13.891,100.206
730310,บางระกำ,Bang Rakam,bang-rakam-730310,730310,73120,13.756,100.134
730317,ดอนแฝก,Don Faek,don-faek-730317,730317,73120,13.859,100.244
730318,ห้วยพลู,Huai Phlu,huai-phlu-730318,730318,73120,13.878,100.233
730311,โคกพระเจดีย์,Khok Phra Chedi,khok-phra-chedi-730311,730311,73120,13.726,100.126
730307,ขุนแก้ว,Khun Kaeo,khun-kaeo-730307,730307,73120,13.774,100.209
730313,แหลมบัว,Laem Bua,laem-bua-730313,730313,73120,13.857,100.147
730322,ลานตากฟ้า,Lan Tak Fa,lan-tak-fa-730322,730322,73120,13.828,100.233
730301,นครชัยศรี,Nakhon Chai Si,nakhon-chai-si-730301,730301,73120,13.787,100.192
730323,งิ้วราย,Ngio Rai,ngio-rai-730323,730323,73120,13.807,100.212
730309,พะเนียด,Phaniat,phaniat-730309,730309,73120,13.795,100.123
730315,สัมปทวน,Sampathuan,sampathuan-730315,730315,73120,13.83,100.195
730314,ศรีมหาโพธิ์,Si Maha Pho,si-maha-pho-730314,730314,73120,13.889,100.155
730312,ศีรษะทอง,Sisa Thong,sisa-thong-730312,730312,73120,13.817,100.143
730306,ท่ากระชับ,Tha Krachap,tha-krachap-730306,730306,73120,13.76,100.155
730308,ท่าพระยา,Tha Phraya,tha-phraya-730308,730308,73120,13.785,100.144
730304,ท่าตำหนัก,Tha Tamnak,tha-tamnak-730304,730304,73120,13.766,100.18
730324,ไทยาวาส,Thaiyawat,thaiyawat-730324,730324,73120,13.793,100.215
730303,วัดแค,Wat Khae,wat-khae-730303,730303,73120,13.814,100.175
730319,วัดละมุด,Wat Lamut,wat-lamut-730319,730319,73120,13.886,100.182
730316,วัดสำโรง,Wat Samrong,wat-samrong-730316,730316,73120,13.827,100.218
